trdar_cd,trdar_cd_nm,signgu_cd,signgu_cd_nm
3130200,"신월7동 골목시장(약수시장, 우성상가)",11470,양천구
3130199,신월3동 골목시장,11470,양천구
3120114,목동신시가지,11470,양천구
3120113,오목교역,11470,양천구
3120112,등촌역,11470,양천구
3120110,목동역 8번출구,11470,양천구
3120109,서울남부지방법원,11470,양천구
3120108,신정네거리역,11470,양천구
3110622,달마을공원,11470,양천구
3110621,목동역 5번,11470,양천구
3110620,목동보건지소,11470,양천구
3110607,금빛새마을금고본점,11470,양천구
3110606,신한은행 신월동지점,11470,양천구
3110605,목동센트럴아이파크앞,11470,양천구
3110604,신월4동주민센터,11470,양천구
3110619,목4동주민센터,11470,양천구
3110618,강서고등학교,11470,양천구
3110617,등촌역 4번,11470,양천구
3110611,신정역 1번,11470,양천구
3110603,지향초등학교,11470,양천구
3110602,신월시영아파트중문,11470,양천구
3110601,신월1동우편취급국,11470,양천구
3110600,신월7동주민센터,11470,양천구
3110628,신목동역,11470,양천구
3110627,신정롯데캐슬아파트,11470,양천구
3110599,신월1파출소,11470,양천구
3110598,신월문화체육센터,11470,양천구
3110597,신월1동주민센터,11470,양천구
3110596,서서울호수공원,11470,양천구
3110616,양목초등학교,11470,양천구
3110615,신서초등학교,11470,양천구
3110614,목동로데오거리,11470,양천구
3110613,신정네거리역 4번,11470,양천구
3110612,신정역 5번,11470,양천구
3110626,양화초등학교,11470,양천구
3110625,신정2동주민센터,11470,양천구
3110624,목동문화체육센터,11470,양천구
3110623,갈산공원,11470,양천구
3110610,계남근린공원,11470,양천구
3110609,신정네거리역 2번,11470,양천구
3110608,신월2동주민센터,11470,양천구
3110592,서울금융고등학교,11470,양천구
3110595,메디힐병원,11470,양천구
3110594,신월중학교,11470,양천구
3110663,우장산롯데캐슬아파트앞,11500,강서구
3130214,송화벽화시장(송화골목시장),11500,강서구
3130213,방신전통시장,11500,강서구
3130212,공항시장,11500,강서구
3130221,"남부골목시장(남부화곡시장, 남부시장)",11500,강서구
3130220,등마루시장,11500,강서구
3130219,까치산시장,11500,강서구
3130218,신월중앙시장,11500,강서구
3130217,화곡본동시장,11500,강서구
3130216,화곡중앙시장,11500,강서구
3130215,대원종합시장,11500,강서구
3120119,발산역(마곡),11500,강서구
3120118,마곡역(마곡),11500,강서구
3120117,강서농산물도매시장,11500,강서구
3120122,강서구청,11500,강서구
3120121,까치산역,11500,강서구
3120120,화곡역,11500,강서구
3120116,송정역,11500,강서구
3120115,김포공항역(김포공항),11500,강서구
3120111,목동사거리,11500,강서구
3110638,신방화역 2번,11500,강서구
3110637,송정역 2번,11500,강서구
3110636,방화역 2번,11500,강서구
3110635,공항시장역 3번,11500,강서구
3110642,정곡초등학교,11500,강서구
3110641,공항고등학교,11500,강서구
3110640,방화역 1번,11500,강서구
3110639,신방화역 8번,11500,강서구
3110679,염창역 2번,11500,강서구
3110678,염창무학아파트,11500,강서구
3110677,등촌역 1번,11500,강서구
3110676,등촌역 7번,11500,강서구
3110675,화곡4동주민센터,11500,강서구
3110662,까치산역 1번,11500,강서구
3110661,강서새말어린이공원,11500,강서구
3110634,송정역 3번,11500,강서구
3110633,개화산역 1번,11500,강서구
3110632,방화역 3번,11500,강서구
3110660,등촌3동주민센터,11500,강서구
3110652,양천향교역 2번,11500,강서구
3110651,화원중학교,11500,강서구
3110650,우장산힐스테이트,11500,강서구
3110649,우장산역 1번,11500,강서구
3110674,강서구청가양동별관,11500,강서구
3110673,뜸부기어린이공원,11500,강서구
3110672,백석중학교,11500,강서구
3110671,등촌1동주민센터,11500,강서구
3110659,화곡역 4번,11500,강서구
3110658,화곡초등학교,11500,강서구
3110657,양천향교역 5번,11500,강서구
3110656,까치산역 3번,11500,강서구
3110631,방화초등학교,11500,강서구
3110630,공항시장역 1번,11500,강서구
3110629,송정역 4번,11500,강서구
3110648,양천향교역 7번,11500,강서구
3110647,화곡역 5번,11500,강서구
3110646,푸른들청소년도서관,11500,강서구
3110670,신곡초등학교,11500,강서구
3110669,화곡보람2차아파트,11500,강서구
3110668,화곡2동주민센터,11500,강서구
3110655,발산역 5번,11500,강서구
3110654,까치산역 4번,11500,강서구
3110653,화곡역 2번,11500,강서구
3110645,우장산역 4번,11500,강서구
3110644,신광명마을,11500,강서구
3110643,강서구다솔마을,11500,강서구
3110667,가양역 10번,11500,강서구
3110666,KC대학교,11500,강서구
3110665,곰달래도서관,11500,강서구
3110664,강서구청옆,11500,강서구
3110692,큰굴다리,11530,구로구
3130222,오류시장,11530,구로구
3130230,가리봉시장,11530,구로구
3130229,남구로시장,11530,구로구
3130228,구로시장,11530,구로구
3130227,고척골목시장상점가(그라운드 고척),11530,구로구
3130226,고척프라자,11530,구로구
3130225,개봉중앙시장,11530,구로구
3130224,개봉프라자(고척근린시장),11530,구로구
3130223,고척근린시장,11530,구로구
3120130,구로디지털단지역,11530,구로구
3120129,구로디지털단지,11530,구로구
3120128,신도림역,11530,구로구
3120125,구로역,11530,구로구
3120124,개봉동 현대아파트,11530,구로구
3120127,구로구청,11530,구로구
3120126,디지털단지오거리,11530,구로구
3120123,오류동역,11530,구로구
3110698,개웅초등학교(개웅중학교),11530,구로구
3110697,개봉3동주민센터,11530,구로구
3110721,가리봉파출소,11530,구로구
3110720,대림역 2번,11530,구로구
3110719,영서중학교,11530,구로구
3110691,개봉중학교,11530,구로구
3110690,오류2동버들시장,11530,구로구
3110689,오류동역 3번,11530,구로구
3110680,온수역 5번(온수산업단지),11530,구로구
3110718,한국SGI본부,11530,구로구
3110717,남구로역 2번,11530,구로구
3110716,구로나눔길,11530,구로구
3110715,구로구민회관,11530,구로구
3110688,오류지구대,11530,구로구
3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",11530,구로구
3110714,구로4동주민센터,11530,구로구
3110702,개봉초등학교,11530,구로구
3110701,고척동성당,11530,구로구
3110713,구로보건소,11530,구로구
3110712,남구로역 5번,11530,구로구
3110711,구로초등학교,11530,구로구
3110710,남구로역 3번,11530,구로구
3110709,구로119안전센터,11530,구로구
3110708,화원어린이공원,11530,구로구
3110707,구로창업지원센터,11530,구로구
3110686,수궁동주민센터,11530,구로구
3110685,금강수목원아파트,11530,구로구
3110684,서울공연예술고등학교,11530,구로구
3110700,고척초등학교,11530,구로구
3110699,덕의초등학교,11530,구로구
3110722,G타워,11530,구로구
3110706,그라운드 고척,11530,구로구
3110705,고산초등학교,11530,구로구
3110704,고척중학교,11530,구로구
3110703,개봉역,11530,구로구
3110683,오류고등학교,11530,구로구
3110682,온수역 8번,11530,구로구
3110681,온수역 1번,11530,구로구
3110696,오류동역 1번,11530,구로구
3110695,개봉1동주민센터,11530,구로구
3110694,세곡초등학교,11530,구로구
3110693,오류동역 4번,11530,구로구
3110749,금산초등학교(금천고등학교),11545,금천구
3130233,남문시장,11545,금천구
3130238,은행나무시장,11545,금천구
3130237,박미시장(기능상실),11545,금천구
3130236,비단길현대시장(현대시장),11545,금천구
3130235,대명여울빛거리시장(대명시장),11545,금천구
3130234,푸른터시장(기능상실),11545,금천구
3130232,독산동 맛나는거리상점가(독산동 맛나는거리),11545,금천구
3130231,독산동 우시장,11545,금천구
3120132,독산동,11545,금천구
3120131,가산디지털단지,11545,금천구
3120134,구로전화국,11545,금천구
3120133,서울시흥동우체국(홈플러스시흥점),11545,금천구
3110748,백산초등학교,11545,금천구
3110744,독산동성당,11545,금천구
3110743,시흥초등학교(시흥1동우체국),11545,금천구
3110732,가산초등학교(세일중학교),11545,금천구
3110731,금천구청역 1번 출입구,11545,금천구
3110730,서울축산농협 독산역지점(독산파출소),11545,금천구
3110747,석수역 1번 출입구,11545,금천구
3110746,금천금빛공원(은행나무사거리서측),11545,금천구
3110745,독산동정훈단지,11545,금천구
3110742,KT금천빌딩(금천구시설관리공단),11545,금천구
3110741,독산2동주민센터,11545,금천구
3110740,금천해태공원,11545,금천구
3110754,삼성산자연공원(서울금천초등학교),11545,금천구
3110753,시흥동 은행나무사거리,11545,금천구
3110729,가산동우체국,11545,금천구
3110728,두산초등학교,11545,금천구
3110727,독산역 1번 출입구,11545,금천구
3110739,시흥3동 우편취급국,11545,금천구
3110738,문성초등학교,11545,금천구
3110737,금천세무서,11545,금천구
3110726,금천철쭉어린이공원(금하마을),11545,금천구
3110752,한울중학교,11545,금천구
3110751,난곡중학교,11545,금천구
3110755,동일여자고등학교,11545,금천구
3110736,독산119안전센터,11545,금천구
3110735,말미고개,11545,금천구
3110734,금천파출소,11545,금천구
3110733,금천어울림복지센터,11545,금천구
3110725,가산동주민센터,11545,금천구
3110724,금천구립가산도서관,11545,금천구
3110723,가산디지털단지역 1번 출입구,11545,금천구
3110750,시흥4동주민센터(서울신흥초등학교),11545,금천구
3110780,신길대성유니드아파트,11560,영등포구
3130254,남서울상가,11560,영등포구
3130253,영신상가(제일상가),11560,영등포구
3130250,삼구시장(로타리상가),11560,영등포구
3130249,동남상가,11560,영등포구
3130248,영등포역지하도상점가,11560,영등포구
3130247,우리시장,11560,영등포구
3130259,대신시장,11560,영등포구
3130258,영진시장A동,11560,영등포구
3130257,영등포시장기계공구상가,11560,영등포구
3130256,신동시장,11560,영등포구
3130255,영등포전통시장,11560,영등포구
3130244,대림중앙시장,11560,영등포구
3130243,도림시장,11560,영등포구
3130246,영등포청과시장(조광시장),11560,영등포구
3130245,영일시장,11560,영등포구
3130242,대림중앙 골목형상점가,11560,영등포구
3130241,선유도역 골목형상점가,11560,영등포구
3130240,영등포유통상가,11560,영등포구
3130239,양남시장,11560,영등포구
3120148,국회의사당역(국회의사당),11560,영등포구
3120150,63빌딩,11560,영등포구
3120149,여의도역(여의도),11560,영등포구
3120139,대림3동사거리,11560,영등포구
3120138,당산2동(영등포우체국),11560,영등포구
3120137,문래역(문래로데오거리),11560,영등포구
3120146,한강성심병원,11560,영등포구
3120145,영등포역(영등포),11560,영등포구
3120144,영중로,11560,영등포구
3120143,당산역,11560,영등포구
3120142,대림역,11560,영등포구
3120141,영등포청과시장교차로,11560,영등포구
3120140,문래동주민센터,11560,영등포구
3120136,영등포구청역,11560,영등포구
3120135,양평역,11560,영등포구
3110812,신길6동주민센터,11560,영등포구
3110811,보라매역 4번,11560,영등포구
3110810,영신초등학교,11560,영등포구
3110789,대림성모병원,11560,영등포구
3110788,영등포시장역 3번,11560,영등포구
3110787,신길3동주민센터,11560,영등포구
3110786,당산역 8번,11560,영등포구
3110773,당산역 13번,11560,영등포구
3110772,신우어린이공원,11560,영등포구
3110771,대림역 11번,11560,영등포구
3110770,영등포구청역 6번,11560,영등포구
3110769,대림차이나타운(대림역 12번),11560,영등포구
3110817,대방역 4번,11560,영등포구
3110768,도림2동유수지내체육시설,11560,영등포구
3110785,영등포푸르지오아파트,11560,영등포구
3110784,신대림초등학교,11560,영등포구
3110779,대림갑을명가아파트,11560,영등포구
3110778,구로디지털단지역 4번,11560,영등포구
3110802,신길동홍어거리,11560,영등포구
3110801,신풍역 6번(신길6동공영주차장),11560,영등포구
3110800,영등포동성당,11560,영등포구
3110799,영등포본동주민센터,11560,영등포구
3110767,도림동주민센터,11560,영등포구
3110766,대림역 5번,11560,영등포구
3110765,문래동사거리,11560,영등포구
3110798,신풍역 2번,11560,영등포구
3110814,서울지방병무청,11560,영등포구
3110813,보라매역 6번,11560,영등포구
3110764,문래역 3번,11560,영등포구
3110763,영등포구청역 2번,11560,영등포구
3110777,구로세무서,11560,영등포구
3110797,KT대방빌딩,11560,영등포구
3110796,한림대학교한강성심병원,11560,영등포구
3110795,도림초등학교,11560,영등포구
3110794,영동초등학교,11560,영등포구
3110762,선유도역 1번,11560,영등포구
3110761,문래동남성맨션,11560,영등포구
3110760,선유도역 6번,11560,영등포구
3110759,문래예술촌(문래창작촌),11560,영등포구
3110816,대방역 6번,11560,영등포구
3110815,공군호텔,11560,영등포구
3110809,장훈고등학교,11560,영등포구
3110808,신길역 1번,11560,영등포구
3110793,대림썬프라자,11560,영등포구
3110792,영등포역 2번,11560,영등포구
3110791,신풍역 3번,11560,영등포구
3110790,대림1동주민센터,11560,영등포구
3110776,도신초등학교,11560,영등포구
3110775,대동초등학교,11560,영등포구
3110774,당산반도유보라팰리스아파트,11560,영등포구
3110807,신길역 3번,11560,영등포구
3110758,문래소공원,11560,영등포구
3110757,양평역 2번,11560,영등포구
3110756,문래중학교,11560,영등포구
3110806,서울시립영등포장애인복지관,11560,영등포구
3110805,신길새마을금고신길4동지점,11560,영등포구
3110804,신풍역 1번,11560,영등포구
3110803,신길2동우편취급국,11560,영등포구
3110781,대림한신아파트,11560,영등포구
3110782,영등포시장역 4번,11560,영등포구
3110783,영등포시장역 1번,11560,영등포구
3110818,신대방역 3번,11590,동작구
3130266,만양로상점가,11590,동작구
3130265,노량진중앙시장,11590,동작구
3130264,상도약수골목형상점가,11590,동작구
3130268,상도전통시장,11590,동작구
3130267,본동인정시장(기능상실),11590,동작구
3130263,신노량진시장(기능상실),11590,동작구
3130262,상도도깨비 골목형상점가,11590,동작구
3130273,남성사계시장(남성시장),11590,동작구
3130272,사당시장,11590,동작구
3130271,남성역골목시장,11590,동작구
3130270,흑석시장,11590,동작구
3130269,강남시장(동작구 강남시장),11590,동작구
3130261,성대전통시장(성대시장),11590,동작구
3130260,신대방1동골목상권,11590,동작구
3130274,사당1동먹자골목상점가(사당1동먹자골목),11590,동작구
3120153,노량진역(노량진),11590,동작구
3120152,신대방삼거리역,11590,동작구
3120151,보라매공원,11590,동작구
3120147,보라매역,11590,동작구
3120156,"총신대입구역(이수, 총신대)",11590,동작구
3120155,총신대학교,11590,동작구
3120154,장승배기역,11590,동작구
3110842,흑리단길,11590,동작구
3110841,중대부중,11590,동작구
3110840,중앙대학교,11590,동작구
3110847,예술인마을,11590,동작구
3110846,남성역 1번,11590,동작구
3110845,사당종합체육관,11590,동작구
3110822,신대방삼거리역 4번(대림초등학교),11590,동작구
3110821,보라매역 2번,11590,동작구
3110844,흑석2치안센터,11590,동작구
3110843,사당5동주민센터,11590,동작구
3110839,숭실대입구역 4번,11590,동작구
3110838,상도1동주민센터앞,11590,동작구
3110837,숭실대입구역 1번,11590,동작구
3110852,이수역 9번,11590,동작구
3110828,노량진역 6번,11590,동작구
3110827,NH농협은행 상도동지점,11590,동작구
3110826,장승배기역 4번,11590,동작구
3110836,상도역 5번,11590,동작구
3110835,상도역 1번,11590,동작구
3110851,경문고등학교(동작동성당),11590,동작구
3110850,사당역 10번,11590,동작구
3110829,장승배기역 5번,11590,동작구
3110834,동작구자원봉사센터,11590,동작구
3110833,상도역 2번,11590,동작구
3110832,노량진초등학교,11590,동작구
3110849,이수역 10번,11590,동작구
3110825,신대방삼거리역 1번,11590,동작구
3110824,대방역 3번,11590,동작구
3110823,신대방삼거리역 3번,11590,동작구
3110848,양지어린이공원,11590,동작구
3110831,상도4동주민센터,11590,동작구
3110830,상도초등학교,11590,동작구
3110820,성남고등학교,11590,동작구
3110819,신대방역 4번,11590,동작구
3110880,신림역 1번,11620,관악구
3130288,신림현대종합상가,11620,관악구
3130287,삼성동 시장(삼성동시장),11620,관악구
3130286,신신림시장(삼성동시장),11620,관악구
3130285,서원동상점가,11620,관악구
3130284,관악종합시장(신원시장),11620,관악구
3130283,신원시장,11620,관악구
3130282,난곡 골목형상점가,11620,관악구
3130281,우림시장,11620,관악구
3130280,신림종합시장,11620,관악구
3130279,관악신사시장,11620,관악구
3130278,미성동 도깨비시장 골목형상점가,11620,관악구
3130277,조원동 펭귄시장(신림중앙시장),11620,관악구
3130276,신림중앙시장(조원동 펭귄시장),11620,관악구
3130275,강남골목시장,11620,관악구
3130292,봉천현대시장,11620,관악구
3130291,봉천제일종합시장,11620,관악구
3130290,영림시장,11620,관악구
3130289,봉일시장,11620,관악구
3130295,인헌시장(원당종합시장),11620,관악구
3130294,관악중부시장,11620,관악구
3130293,봉천중앙시장,11620,관악구
3120159,서울대입구역,11620,관악구
3120157,신림역(신림),11620,관악구
3120158,녹두거리(대학동),11620,관악구
3110894,관악동부센트레빌아파트(은천로35라길),11620,관악구
3110893,관악소방서(문영여고),11620,관악구
3110892,관악구 중앙길,11620,관악구
3110897,서울대입구역 8번,11620,관악구
3110896,관악우성아파트,11620,관악구
3110870,신림주공2단지(광신고등학교),11620,관악구
3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",11620,관악구
3110868,남부초등학교,11620,관악구
3110867,국제신학대학원대학교(남서울중학교),11620,관악구
3110895,샤로수길,11620,관악구
3110866,난우중학교,11620,관악구
3110891,구암초등학교,11620,관악구
3110890,봉천역 1번(관악초등학교),11620,관악구
3110889,봉천역 6번,11620,관악구
3110876,서원동주민센터(신관중학교),11620,관악구
3110875,보라매동주민센터(당곡고등학교),11620,관악구
3110874,원신초등학교(구세군관악영문교회),11620,관악구
3110888,청룡동주민센터,11620,관악구
3110865,남강고등학교(남강중학교),11620,관악구
3110864,신림우방아파트,11620,관악구
3110863,난우초등학교,11620,관악구
3110855,신대방역 2번,11620,관악구
3110854,조원동주민센터,11620,관악구
3110853,KT구로지사,11620,관악구
3110887,서울산업정보학교(서울삼성초등학교),11620,관악구
3110886,관악해태어린이공원,11620,관악구
3110885,영락고등학교,11620,관악구
3110879,신림현대아파트,11620,관악구
3110878,미림여고,11620,관악구
3110862,난곡초등학교(난곡동벽화마을),11620,관악구
3110902,사당역 4번,11620,관악구
3110901,인헌고등학교(인헌중학교),11620,관악구
3110861,관악구신사동주민센터,11620,관악구
3110860,호림박물관(성보고등학교),11620,관악구
3110877,신림역 8번,11620,관악구
3110884,봉천역 4번(봉천110안전센터),11620,관악구
3110883,은천초등학교(은천교앞),11620,관악구
3110900,낙성대역 1번(관악구민 종합체육센터),11620,관악구
3110873,당곡중학교,11620,관악구
3110872,신림초등학교,11620,관악구
3110859,난향초등학교,11620,관악구
3110858,신대방역 1번,11620,관악구
3110857,미성동주민센터,11620,관악구
3110856,미성초등학교,11620,관악구
3110899,낙성대역 5번(관악중학교),11620,관악구
3110898,청림동주민센터(상도중학교),11620,관악구
3110871,신원동주민센터,11620,관악구
3110882,신성초등학교,11620,관악구
3110881,구립대학경로당(관악산샘말공원),11620,관악구
3110942,염곡동 구룡사(포이동성당),11650,서초구
3130301,양재시장,11650,서초구
3130296,남부종합시장,11650,서초구
3120189,강남역,11650,서초구
3120174,논현역 5번,11650,서초구
3120173,교대역(법원.검찰청),11650,서초구
3120172,교대입구교차로,11650,서초구
3120181,교육개발원입구사거리,11650,서초구
3120180,양재화물트럭터미널앞,11650,서초구
3120179,양재역,11650,서초구
3120178,신사역,11650,서초구
3120183,양재천카페거리,11650,서초구
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",11650,서초구
3120184,포이사거리(삼호물산),11650,서초구
3120171,서초3동사거리,11650,서초구
3120170,삼호가든사거리,11650,서초구
3120169,서초역,11650,서초구
3120168,서울고교교차로,11650,서초구
3120167,고속터미널(고속터미널역),11650,서초구
3120166,방배역,11650,서초구
3120165,서래마을카페거리(서래마을),11650,서초구
3120177,신논현역 1번,11650,서초구
3120176,논현역 4번,11650,서초구
3120175,남부터미널역,11650,서초구
3120161,방배동가구거리(사당동가구거리),11650,서초구
3120160,사당역(사당),11650,서초구
3120164,내방역,11650,서초구
3120163,사당역 11번(사당역먹자골목),11650,서초구
3120162,방배동카페골목,11650,서초구
3110925,서초중학교,11650,서초구
3110924,반포4동주민센터(몽마르뜨공원),11650,서초구
3110923,방배역 1번,11650,서초구
3110922,내방역 1번,11650,서초구
3110921,서울프랑스학교,11650,서초구
3110920,방배역 2번(백석예술대학교),11650,서초구
3110919,내방역 8번,11650,서초구
3110918,방배역 3번,11650,서초구
3110917,서초소방서,11650,서초구
3110941,언남고등학교,11650,서초구
3110940,양재근린공원(양재2동주민센터),11650,서초구
3110939,양재역 8번(양재동우체국),11650,서초구
3110916,내방역 4번,11650,서초구
3110908,구반포역,11650,서초구
3110907,방배초등학교,11650,서초구
3110906,서문여고,11650,서초구
3110905,방배노인종합복지관(이수중학교),11650,서초구
3110904,이수역 5번,11650,서초구
3110948,헌인가구단지,11650,서초구
3110938,바우뫼공원,11650,서초구
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),11650,서초구
3110936,더케이호텔(양재리본타워2단지아파트),11650,서초구
3110915,서래초등학교,11650,서초구
3110935,한전아트센터,11650,서초구
3110934,우면주공아파트,11650,서초구
3110933,한국상담대학원대학교,11650,서초구
3110932,서울시인재개발원,11650,서초구
3110931,삼성전자서울R&D(서울우면초등학교),11650,서초구
3110930,서초동성당,11650,서초구
3110914,내방역 6번,11650,서초구
3110913,방현초등학교(방배119안전센터),11650,서초구
3110903,방배아이파크아파트,11650,서초구
3110947,청계산입구역 2번(내곡동주민센터),11650,서초구
3110946,청계산원터골,11650,서초구
3110945,본마을노인복지센터(서초구립내곡도서관),11650,서초구
3110929,남부터미널역 1번,11650,서초구
3110928,서초우방유쉘아파트,11650,서초구
3110927,잠원역,11650,서초구
3110912,방배동사이길,11650,서초구
3110911,방배배수지체육공원,11650,서초구
3110910,내방역 5번,11650,서초구
3110909,남태령역(서울전자고등학교),11650,서초구
3110926,신중초등학교,11650,서초구
3110944,서울나래학교(염곡어린이공원),11650,서초구
3110943,법제교육센터(버들어린이공원),11650,서초구
3110968,강남구청역 2번,11680,강남구
3001496,강남 마이스 관광특구,11680,강남구
3130310,강남개포시장,11680,강남구
3130309,은마종합상점가,11680,강남구
3130308,청담삼익시장,11680,강남구
3130307,도곡시장,11680,강남구
3130306,강남언주로,11680,강남구
3130305,논현종합시장,11680,강남구
3130304,신사상가,11680,강남구
3130303,영동전통시장,11680,강남구
3130302,강남시장(강남구 강남시장),11680,강남구
3120198,구역삼세무서,11680,강남구
3120197,역삼역,11680,강남구
3120196,서울세관,11680,강남구
3120195,성수대교남단,11680,강남구
3120194,언주역(차병원),11680,강남구
3120193,도산공원교차로,11680,강남구
3120192,뱅뱅사거리,11680,강남구
3120191,학동역,11680,강남구
3120190,강남을지병원,11680,강남구
3120207,선정릉역,11680,강남구
3120206,개나리아파트,11680,강남구
3120205,매봉역,11680,강남구
3120204,르네상스호텔사거리,11680,강남구
3120203,강남구청역,11680,강남구
3120202,압구정로데오역(압구정로데오),11680,강남구
3120201,도곡1동,11680,강남구
3120200,학동사거리,11680,강남구
3120199,경복아파트교차로,11680,강남구
3120188,압구정역,11680,강남구
3120187,신논현역,11680,강남구
3120224,수서역,11680,강남구
3120223,휘문고교사거리,11680,강남구
3120222,삼성역,11680,강남구
3120221,봉은사역,11680,강남구
3120220,대치역,11680,강남구
3120219,은마아파트,11680,강남구
3120218,코엑스,11680,강남구
3120217,대치사거리,11680,강남구
3120216,경기고교사거리(경기고교앞사거리),11680,강남구
3120215,포스코사거리,11680,강남구
3120214,영동대교남단교차로,11680,강남구
3120213,삼성중앙역,11680,강남구
3120212,한티역,11680,강남구
3120211,도성초등학교,11680,강남구
3120210,선릉역,11680,강남구
3120209,"강남구청(청담역_8번, 강남세무서)",11680,강남구
3120208,청담사거리(청담동명품거리),11680,강남구
3120186,가로수길,11680,강남구
3120185,논현역,11680,강남구
3110967,역삼역 8번,11680,강남구
3110966,논현2동주민센터,11680,강남구
3110982,강남구보훈회관,11680,강남구
3110981,국악고교사거리,11680,강남구
3110980,개포지구대옆,11680,강남구
3110979,청담초등학교,11680,강남구
3110978,도곡2동주민센터(대치중학교),11680,강남구
3110977,논현로18길,11680,강남구
3110976,언북초등학교,11680,강남구
3110975,매봉역 1번,11680,강남구
3110974,언주중학교,11680,강남구
3110965,언주역 6번,11680,강남구
3110964,싸리고개근린공원,11680,강남구
3110963,역삼월드메르디앙아파트,11680,강남구
3110962,도산공원북측,11680,강남구
3110961,언주역 3번,11680,강남구
3110960,은광여고,11680,강남구
3110959,신구중학교,11680,강남구
3110958,역삼역 4번,11680,강남구
3110957,언북중학교,11680,강남구
3111001,아래방죽마을공원(율현초등학교),11680,강남구
3111000,대왕초등학교(세곡동사거리서남측),11680,강남구
3110999,윗방죽마을공원,11680,강남구
3110998,은곡마을(은곡마을공원),11680,강남구
3110997,대청초등학교,11680,강남구
3110956,언주역 8번,11680,강남구
3110955,논현초등학교,11680,강남구
3110954,국기원,11680,강남구
3110953,학동근린공원,11680,강남구
3110952,논현목련공원,11680,강남구
3110951,신사은행나무공원,11680,강남구
3110950,논현역 7번,11680,강남구
3110949,한남IC,11680,강남구
3110996,대치2동주민센터,11680,강남구
3110995,봉은사역 4번,11680,강남구
3110994,개포고등학교,11680,강남구
3110993,개포지하차도 북측,11680,강남구
3110992,도곡초등학교,11680,강남구
3110991,삼성중앙역 5번,11680,강남구
3110990,청담역 12번,11680,강남구
3110989,대치동아우편취급국,11680,강남구
3110988,청담역 3번,11680,강남구
3111002,한국교통안전공단 강남자동차검사소,11680,강남구
3110987,영동대교남단,11680,강남구
3110986,삼성중앙역 7번,11680,강남구
3110985,청담근린공원,11680,강남구
3110984,포이초등학교(개포목련어린이공원),11680,강남구
3110983,국립국악고등학교,11680,강남구
3110973,강남구청역 4번,11680,강남구
3110972,강남세브란스병원미래의학연구센터,11680,강남구
3110971,선정릉역 4번,11680,강남구
3110970,학동초등학교,11680,강남구
3110969,베르사이유1아파트,11680,강남구
3111026,문정역 2번,11710,송파구
3001495,잠실 관광특구,11710,송파구
3130313,방이시장,11710,송파구
3130312,석촌시장,11710,송파구
3130311,새마을시장,11710,송파구
3130317,마천중앙시장,11710,송파구
3130316,마천시장,11710,송파구
3130315,문정동 로데오거리 상점가(문정동 로데오거리),11710,송파구
3130314,풍납시장,11710,송파구
3120231,가락시장,11710,송파구
3120230,송파사거리(송파역),11710,송파구
3120229,방이동먹자골목,11710,송파구
3120241,거여역,11710,송파구
3120240,개롱역,11710,송파구
3120239,오금역,11710,송파구
3120238,방이역,11710,송파구
3120237,경찰병원역,11710,송파구
3120236,장지역(가든파이브),11710,송파구
3120235,문정역,11710,송파구
3120234,가락시장역,11710,송파구
3120233,몽촌토성역,11710,송파구
3120232,송파나루역,11710,송파구
3120228,석촌역(석촌호수),11710,송파구
3120227,잠실역,11710,송파구
3120226,석촌고분역,11710,송파구
3120225,잠실새내역(신천),11710,송파구
3111040,거여초등학교,11710,송파구
3111036,투구봉어린이공원,11710,송파구
3111035,오금공원(오주중학교),11710,송파구
3111039,벌말어린이공원,11710,송파구
3111038,보인중학교,11710,송파구
3111016,송파역 2번,11710,송파구
3111015,석촌역 3번,11710,송파구
3111014,송파나루역 2번,11710,송파구
3111024,경찰병원역 4번(건너말공원),11710,송파구
3111034,오동나무공원(송파레미니스1단지),11710,송파구
3111033,문정동성당,11710,송파구
3111023,문정역 1번,11710,송파구
3111022,석촌중학교(방이육교),11710,송파구
3111021,방이역 4번,11710,송파구
3111047,마천1치안센터,11710,송파구
3111046,마천역(마천초등학교),11710,송파구
3111045,개미어린이공원,11710,송파구
3111013,송파나루역 1번(송리단길),11710,송파구
3111012,석촌역 6번,11710,송파구
3111011,잠실나루역,11710,송파구
3111010,석촌역 7번,11710,송파구
3111009,송파책박물관,11710,송파구
3111044,남천초등학교,11710,송파구
3111043,마천공원,11710,송파구
3111008,석촌고분역 3번,11710,송파구
3111007,석촌고분역 4번,11710,송파구
3111032,방이역 1번,11710,송파구
3111031,장지동주민센터(한림연예예술고교),11710,송파구
3111020,방이동고분군(방산고등학교),11710,송파구
3111019,한성백제역 3번,11710,송파구
3111006,석촌고분역 1번,11710,송파구
3111005,삼전역 3번,11710,송파구
3111004,삼전역 1번,11710,송파구
3111003,삼전역 4번,11710,송파구
3111030,방이역 2번,11710,송파구
3111029,오금역 4번,11710,송파구
3111028,문현중학교(장지역 1번),11710,송파구
3111042,거여역 1번(거여공원),11710,송파구
3111041,거여역 8번,11710,송파구
3111018,풍납초등학교(풍납백제문화공원),11710,송파구
